"a_number","b_number","duration","noDayTime","noNightTime","calleeCarrier","weight","startTime","callDay","startDate"
"1008","904","18","0","1","","1.0","18.3212","Friday","20151009"
"1052","1253","505","13","0","","961.0","15.3742","Monday","20151005"
"1023","1173","202","1","0","","1.0","12.0956","Thursday","20151008"
"1253","1332","80","0","5","","241.0","17.5733","Saturday","20151010"
"1347","982","987","13","0","","961.0","11.3631","Tuesday","20151006"
"1070","1227","659","0","9","","721.0","0.0308","Friday","20151009"
"1075","568","310","0","37","","2161.0","18.4621","Wednesday","20151007"
"991","1186","1111","4","13","","1441.0","18.5514","Saturday","20151010"
"1307","845","970","13","0","","1201.0","16.3119","Monday","20151005"
"1130","1227","202","8","1","","481.0","18.5444","Thursday","20151008"
"1130","1269","109","1","0","","1.0","6.4128","Wednesday","20151007"
"1345","1203","165","5","0","","241.0","10.3456","Saturday","20151010"
"1226","1328","330","5","0","","481.0","10.0717","Thursday","20151008"
"1226","1236","320","5","0","","481.0","13.3534","Thursday","20151008"
"1269","867","2864","0","9","","2881.0","17.0729","Monday","20151005"
"1218","1315","998","13","0","","1441.0","9.4002","Wednesday","20151007"
"1364","1116","1050","0","5","","961.0","17.3834","Tuesday","20151006"
"1364","1081","2030","5","0","","1681.0","16.4619","Tuesday","20151006"
"621","1003","578","8","9","","961.0","22.0825","Monday","20151005"
"1301","1227","105","0","1","","1.0","19.3552","Thursday","20151008"
"1118","568","3930","5","0","","3361.0","10.3055","Wednesday","20151007"
"1118","1108","485","0","5","","481.0","19.0424","Friday","20151009"
"1008","1260","44","1","0","","1.0","16.3552","Thursday","20151008"
"1373","1367","986","0","13","","1201.0","21.445","Monday","20151005"
"1373","1308","55","0","5","","241.0","19.161","Friday","20151009"
"568","654","10904","45","0","","11281.0","16.2144","Wednesday","20151007"
"1282","870","19","0","1","","1.0","4.5239","Thursday","20151008"
"568","1282","1385","5","0","","1201.0","15.4603","Monday","20151005"
"1382","904","2485","5","0","","2161.0","10.0254","Monday","20151005"
"1382","845","315","5","0","","481.0","9.4513","Monday","20151005"
"1382","1235","6218","21","0","","6481.0","15.4148","Thursday","20151008"
"1382","1288","215","5","0","","241.0","15.4647","Monday","20151005"
"1052","989","3631","17","4","","4081.0","12.4736","Wednesday","20151007"
"1286","767","280","13","0","","721.0","11.4232","Wednesday","20151007"
"1253","1205","939","1","0","","1.0","10.2959","Thursday","20151008"
"982","697","405","5","0","","481.0","16.3043","Tuesday","20151006"
"1194","1214","5739","45","32","","8401.0","16.1836","Thursday","20151008"
"1214","1194","5557","13","32","","7201.0","16.4731","Sunday","20151011"
"1214","1075","2213","13","0","","2401.0","9.0825","Wednesday","20151007"
"1192","1328","11","1","0","","1.0","8.5846","Saturday","20151010"
"1192","1177","5","0","1","","1.0","22.2914","Tuesday","20151006"
"1192","1332","670","0","5","","481.0","22.3141","Tuesday","20151006"
"1336","1333","175","5","0","","241.0","15.4431","Thursday","20151008"
"1336","1218","2221","53","16","","4561.0","11.5421","Friday","20151009"
"1336","1371","837","29","8","","2161.0","12.0502","Thursday","20151008"
"1194","1269","7999","81","40","","12721.0","15.2153","Monday","20151005"
"1194","1368","734","5","8","","961.0","11.4948","Monday","20151005"
"1359","1222","34","1","0","","1.0","13.4327","Wednesday","20151007"
"1307","1336","1423","29","8","","2641.0","13.3445","Thursday","20151008"
"1373","1296","102","0","1","","1.0","23.0439","Saturday","20151010"
"1373","1307","66","1","0","","1.0","14.3921","Saturday","20151010"
"1391","1086","557","5","0","","481.0","15.42","Sunday","20151011"
"1134","1310","2201","16","5","","2641.0","20.1055","Tuesday","20151006"
"1235","1227","590","5","0","","481.0","12.1109","Wednesday","20151007"
"1307","982","2894","21","0","","3361.0","13.5458","Wednesday","20151007"
"897","1261","17","0","1","","1.0","19.5058","Tuesday","20151006"
"1307","1315","1164","13","4","","1441.0","16.3848","Wednesday","20151007"
"1108","975","80","5","0","","241.0","12.0305","Monday","20151005"
"1270","1086","7210","69","0","","8881.0","14.371","Monday","20151005"
"1214","870","625","5","0","","721.0","16.3928","Monday","20151005"
"1331","1308","3820","16","21","","4801.0","18.5859","Sunday","20151011"
"1194","1059","2746","13","0","","3121.0","13.0951","Wednesday","20151007"
"1331","1274","1435","0","5","","1201.0","18.084","Thursday","20151008"
"1331","1291","6974","29","0","","7201.0","7.4936","Thursday","20151008"
"1331","1150","2350","0","5","","1921.0","20.2332","Tuesday","20151006"
"1204","1120","220","5","0","","241.0","10.5814","Tuesday","20151006"
"1207","1296","3685","21","16","","5041.0","11.5303","Saturday","20151010"
"1215","1236","323","0","1","","1.0","22.1744","Tuesday","20151006"
"1380","1226","290","1","0","","1.0","13.0318","Friday","20151009"
"896","1282","2415","9","0","","2401.0","14.3134","Saturday","20151010"
"896","1236","2324","8","5","","2401.0","23.4122","Thursday","20151008"
"1308","1247","43","5","0","","241.0","13.2943","Tuesday","20151006"
"1308","1379","24","0","1","","1.0","18.1519","Wednesday","20151007"
"1222","1107","405","0","5","","481.0","19.4536","Wednesday","20151007"
"1222","1119","135","5","0","","241.0","14.1442","Friday","20151009"
"1359","1173","42","1","0","","1.0","9.4714","Friday","20151009"
"1315","621","120","0","5","","241.0","4.5917","Thursday","20151008"
"1315","1218","115","0","5","","241.0","19.191","Thursday","20151008"
"621","1345","3540","16","5","","3841.0","23.0217","Wednesday","20151007"
"1130","1266","1667","13","8","","2161.0","14.2404","Saturday","20151010"
"568","1107","75","5","0","","241.0","16.1006","Thursday","20151008"
"1328","1215","394","13","0","","721.0","15.0301","Thursday","20151008"
"929","1381","1638","21","0","","1681.0","11.4727","Thursday","20151008"
"1285","1075","1092","13","0","","1441.0","10.2414","Wednesday","20151007"
"1285","1331","9554","13","0","","9601.0","9.261","Wednesday","20151007"
"1150","1169","50","5","0","","241.0","13.4111","Tuesday","20151006"
"1150","1120","1431","4","5","","1681.0","22.0743","Friday","20151009"
"1079","1269","2229","32","9","","3841.0","0.3027","Tuesday","20151006"
"1030","1212","606","37","0","","2161.0","12.3814","Thursday","20151008"
"1349","1116","839","1","4","","961.0","10.1031","Friday","20151009"
"929","1086","195","1","0","","1.0","9.044","Monday","20151005"
"929","1331","485","1","0","","1.0","10.1542","Friday","20151009"
"1008","1205","379","0","1","","1.0","20.5243","Friday","20151009"
"1351","1307","215","0","9","","481.0","20.1824","Saturday","20151010"
"1091","1331","3581","13","0","","3361.0","15.5957","Friday","20151009"
"1391","1214","190","8","5","","721.0","17.2602","Sunday","20151011"
"1343","1362","285","0","5","","241.0","22.0357","Tuesday","20151006"
"1204","1236","30887","0","29","","31201.0","22.3235","Thursday","20151008"
"1055","1081","11","1","0","","1.0","9.104","Friday","20151009"
"933","1274","109","1","0","","1.0","15.5925","Friday","20151009"
"933","1296","1510","1","0","","1.0","14.3322","Wednesday","20151007"
"1173","989","991","4","1","","961.0","20.0346","Wednesday","20151007"
"1205","896","2639","45","0","","4081.0","9.1216","Tuesday","20151006"
"1205","1334","730","13","0","","1201.0","9.3223","Tuesday","20151006"
"1052","1076","275","5","0","","241.0","10.3056","Tuesday","20151006"
"1222","1235","750","5","0","","721.0","15.3832","Monday","20151005"
"1239","1391","47","0","1","","1.0","18.2958","Tuesday","20151006"
"1239","654","220","1","0","","1.0","8.1914","Wednesday","20151007"
"1214","1218","1716","45","8","","3601.0","12.5617","Thursday","20151008"
"1214","697","575","0","5","","481.0","20.1326","Tuesday","20151006"
"1214","1130","960","5","0","","961.0","11.4109","Monday","20151005"
"1333","1328","1187","0","37","","2161.0","17.0058","Friday","20151009"
"1333","654","372","0","13","","721.0","17.1845","Friday","20151009"
"1333","1196","462","9","0","","721.0","9.1631","Thursday","20151008"
"1102","1376","4766","24","21","","6241.0","19.183","Monday","20151005"
"1192","1121","1405","5","0","","1201.0","10.4329","Tuesday","20151006"
"1192","1207","535","0","5","","481.0","23.4135","Sunday","20151011"
"989","1342","9521","25","0","","10081.0","12.1623","Saturday","20151010"
"989","1252","1735","5","0","","1921.0","9.0625","Thursday","20151008"
"1075","1194","1428","37","0","","2641.0","16.2043","Tuesday","20151006"
"1102","1118","1545","5","0","","1441.0","7.522","Saturday","20151010"
"1108","1332","245","0","5","","241.0","20.3719","Saturday","20151010"
"1340","1109","445","0","1","","1.0","1.0429","Saturday","20151010"
"1342","870","1595","5","0","","1441.0","8.382","Wednesday","20151007"
"568","1119","162","5","0","","241.0","12.1311","Thursday","20151008"
"1328","1109","281","5","0","","241.0","13.5644","Thursday","20151008"
"1239","1307","249","0","5","","241.0","17.3249","Sunday","20151011"
"1340","1323","8","1","0","","1.0","12.3137","Friday","20151009"
"1340","1355","331","13","0","","721.0","16.0118","Tuesday","20151006"
"1351","897","925","5","0","","961.0","11.0222","Wednesday","20151007"
"1351","1350","2964","13","16","","3841.0","16.0054","Sunday","20151011"
"1351","1342","1257","24","5","","2641.0","17.1835","Sunday","20151011"
"1351","1081","1822","29","0","","2641.0","13.1349","Monday","20151005"
"896","1326","520","1","0","","1.0","10.0724","Tuesday","20151006"
"1307","1081","208","13","0","","721.0","10.1655","Friday","20151009"
"1307","1274","179","13","0","","721.0","13.2328","Thursday","20151008"
"1307","1102","15","0","5","","241.0","18.3611","Monday","20151005"
"1134","1269","1001","8","9","","1441.0","17.5437","Saturday","20151010"
"1307","1365","38","1","0","","1.0","15.4234","Tuesday","20151006"
"1052","1363","2649","13","0","","2641.0","13.2002","Tuesday","20151006"
"1070","1116","502","1","12","","721.0","13.1001","Friday","20151009"
"1070","1306","50","1","0","","1.0","14.3312","Tuesday","20151006"
"1336","1194","13","0","1","","1.0","18.2154","Friday","20151009"
"1336","1222","26","1","0","","1.0","14.0044","Thursday","20151008"
"1336","1196","178","0","5","","241.0","18.2528","Friday","20151009"
"1326","1380","50","0","5","","241.0","18.473","Thursday","20151008"
"1119","1003","2695","8","25","","3841.0","18.3819","Friday","20151009"
"1363","1357","230","1","0","","1.0","12.3854","Tuesday","20151006"
"1351","1259","164","0","1","","1.0","21.2316","Saturday","20151010"
"1365","1016","310","0","1","","1.0","1.2207","Saturday","20151010"
"1365","1331","46","1","0","","1.0","16.0944","Saturday","20151010"
"1310","621","16135","0","5","","12961.0","17.0117","Wednesday","20151007"
